id,gender,name,birth_date,birth_place,award_year,portion,prize_amount,category,university,university_country,age_at_award,prize_amount_actual
293,male,Emil von Behring,1854,Poland,1901,1,8722510,Physiology or Medicine,Marburg University,Germany,47,8722510.0
463,male,Frédéric Passy,1822,France,1901,2,8722510,Peace,,,79,4361255.0
462,male,Henry Dunant,1828,Switzerland,1901,2,8722510,Peace,,,73,4361255.0
160,male,Jacobus H. van 't Hoff,1852,the Netherlands,1901,1,8722510,Chemistry,Berlin University,Germany,49,8722510.0
569,male,Sully Prudhomme,1839,France,1901,1,8722510,Literature,,,62,8722510.0
1,male,Wilhelm Conrad Röntgen,1845,Germany,1901,1,8722510,Physics,Munich University,Germany,56,8722510.0
465,male,Albert Gobat,1843,Switzerland,1902,2,8205634,Peace,,,59,4102817.0
464,male,Élie Ducommun,1833,Switzerland,1902,2,8205634,Peace,,,69,4102817.0
161,male,Emil Fischer,1852,Germany,1902,1,8205634,Chemistry,Berlin University,Germany,50,8205634.0
2,male,Hendrik A. Lorentz,1853,the Netherlands,1902,2,8205634,Physics,Leiden University,the Netherlands,49,4102817.0
3,male,Pieter Zeeman,1865,the Netherlands,1902,2,8205634,Physics,Amsterdam University,the Netherlands,37,4102817.0
294,male,Ronald Ross,1857,India,1902,1,8205634,Physiology or Medicine,University College,United Kingdom,45,8205634.0
571,male,Theodor Mommsen,1817,Germany,1902,1,8205634,Literature,,,85,8205634.0
572,male,Bjørnstjerne Bjørnson,1832,Norway,1903,1,7936836,Literature,,,71,7936836.0
4,male,Henri Becquerel,1852,France,1903,2,7936836,Physics,École Polytechnique,France,51,3968418.0
6,female,Marie Curie,1867,Poland,1903,4,7936836,Physics,,,36,1984209.0
295,male,Niels Ryberg Finsen,1860,Faroe Islands (Denmark),1903,1,7936836,Physiology or Medicine,Finsen Medical Light Institute,Denmark,43,7936836.0
5,male,Pierre Curie,1859,France,1903,4,7936836,Physics,École municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry),France,44,1984209.0
466,male,Randal Cremer,1828,United Kingdom,1903,1,7936836,Peace,,,75,7936836.0
162,male,Svante Arrhenius,1859,Sweden,1903,1,7936836,Chemistry,Stockholm University,Sweden,44,7936836.0
573,male,Frédéric Mistral,1830,France,1904,2,7908819,Literature,,,74,3954409.5
296,male,Ivan Pavlov,1849,Russia,1904,1,7908819,Physiology or Medicine,Military Medical Academy,Russia,55,7908819.0
574,male,José Echegaray,1832,Spain,1904,2,7908819,Literature,,,72,3954409.5
8,male,Lord Rayleigh,1842,United Kingdom,1904,1,7908819,Physics,Royal Institution of Great Britain,United Kingdom,62,7908819.0
163,male,Sir William Ramsay,1852,Scotland,1904,1,7908819,Chemistry,University College,United Kingdom,52,7908819.0
164,male,Adolf von Baeyer,1835,Germany,1905,1,7753291,Chemistry,Munich University,Germany,70,7753291.0
468,female,Bertha von Suttner,1843,Czech Republic,1905,1,7753291,Peace,,,62,7753291.0
575,male,Henryk Sienkiewicz,1846,Poland,1905,1,7753291,Literature,,,59,7753291.0
9,male,Philipp Lenard,1862,Slovakia,1905,1,7753291,Physics,Kiel University,Germany,43,7753291.0
297,male,Robert Koch,1843,Germany,1905,1,7753291,Physiology or Medicine,Institute for Infectious Diseases,Germany,62,7753291.0
298,male,Camillo Golgi,1843,Italy,1906,2,7556149,Physiology or Medicine,Pavia University,Italy,63,3778074.5
576,male,Giosuè Carducci,1835,Italy,1906,1,7556149,Literature,,,71,7556149.0
165,male,Henri Moissan,1852,France,1906,1,7556149,Chemistry,Sorbonne University,France,54,7556149.0
10,male,J.J. Thomson,1856,United Kingdom,1906,1,7556149,Physics,University of Cambridge,United Kingdom,50,7556149.0
299,male,Santiago Ramón y Cajal,1852,Spain,1906,2,7556149,Physiology or Medicine,Madrid University,Spain,54,3778074.5
470,male,Theodore Roosevelt,1858,USA,1906,1,7556149,Peace,,,48,7556149.0
11,male,Albert A. Michelson,1852,Poland,1907,1,7161123,Physics,University of Chicago,USA,55,7161123.0
300,male,Alphonse Laveran,1845,France,1907,1,7161123,Physiology or Medicine,Institut Pasteur,France,62,7161123.0
166,male,Eduard Buchner,1860,Germany,1907,1,7161123,Chemistry,Landwirtschaftliche Hochschule (Agricultural College),Germany,47,7161123.0
471,male,Ernesto Teodoro Moneta,1833,Italy,1907,2,7161123,Peace,,,74,3580561.5
472,male,Louis Renault,1843,France,1907,2,7161123,Peace,Sorbonne University,France,64,3580561.5
577,male,Rudyard Kipling,1865,India,1907,1,7161123,Literature,,,42,7161123.0
167,male,Ernest Rutherford,1871,New Zealand,1908,1,7212924,Chemistry,Victoria University,United Kingdom,37,7212924.0
474,male,Fredrik Bajer,1837,Denmark,1908,2,7212924,Peace,,,71,3606462.0
12,male,Gabriel Lippmann,1845,Luxembourg,1908,1,7212924,Physics,Sorbonne University,France,63,7212924.0
301,male,Ilya Mechnikov,1845,Ukraine,1908,2,7212924,Physiology or Medicine,Institut Pasteur,France,63,3606462.0
473,male,Klas Pontus Arnoldson,1844,Sweden,1908,2,7212924,Peace,,,64,3606462.0
302,male,Paul Ehrlich,1854,Poland,1908,2,7212924,Physiology or Medicine,Goettingen University,Germany,54,3606462.0
578,male,Rudolf Eucken,1846,Germany,1908,1,7212924,Literature,,,62,7212924.0
475,male,Auguste Beernaert,1829,Belgium,1909,2,7212924,Peace,,,80,3606462.0
14,male,Ferdinand Braun,1850,Germany,1909,2,7212924,Physics,Strasbourg University,France,59,3606462.0
13,male,Guglielmo Marconi,1874,Italy,1909,2,7212924,Physics,Marconi Wireless Telegraph Co. Ltd.,United Kingdom,35,3606462.0
476,male,Paul Henri d'Estournelles de Constant,1852,France,1909,2,7212924,Peace,,,57,3606462.0
579,female,Selma Lagerlöf,1858,Sweden,1909,1,7212924,Literature,,,51,7212924.0
303,male,Theodor Kocher,1841,Switzerland,1909,1,7212924,Physiology or Medicine,Berne University,Switzerland,68,7212924.0
168,male,Wilhelm Ostwald,1853,Latvia,1909,1,7212924,Chemistry,Leipzig University,Germany,56,7212924.0
304,male,Albrecht Kossel,1853,Germany,1910,1,7259514,Physiology or Medicine,University of Heidelberg,Germany,57,7259514.0
15,male,Johannes Diderik van der Waals,1837,the Netherlands,1910,1,7259514,Physics,Amsterdam University,the Netherlands,73,7259514.0
169,male,Otto Wallach,1847,Russia,1910,1,7259514,Chemistry,Goettingen University,Germany,63,7259514.0
580,male,Paul Heyse,1830,Germany,1910,1,7259514,Literature,,,80,7259514.0
479,male,Alfred Fried,1864,Austria,1911,2,7460743,Peace,,,47,3730371.5
305,male,Allvar Gullstrand,1862,Sweden,1911,1,7460743,Physiology or Medicine,Uppsala University,Sweden,49,7460743.0
581,male,Maurice Maeterlinck,1862,Belgium,1911,1,7460743,Literature,,,49,7460743.0
478,male,Tobias Asser,1838,the Netherlands,1911,2,7460743,Peace,,,73,3730371.5
16,male,Wilhelm Wien,1864,Russia,1911,1,7460743,Physics,Würzburg University,Germany,47,7460743.0
306,male,Alexis Carrel,1873,France,1912,1,6876120,Physiology or Medicine,Rockefeller Institute for Medical Research,USA,39,6876120.0
480,male,Elihu Root,1845,USA,1912,1,6876120,Peace,,,67,6876120.0
582,male,Gerhart Hauptmann,1862,Poland,1912,1,6876120,Literature,,,50,6876120.0
17,male,Gustaf Dalén,1869,Sweden,1912,1,6876120,Physics,Swedish Gas-Accumulator Co.,Sweden,43,6876120.0
173,male,Paul Sabatier,1854,France,1912,2,6876120,Chemistry,Toulouse University,France,58,3438060.0
172,male,Victor Grignard,1871,France,1912,2,6876120,Chemistry,Nancy University,France,41,3438060.0
174,male,Alfred Werner,1866,France,1913,1,7000156,Chemistry,University of Zurich,Switzerland,47,7000156.0
307,male,Charles Richet,1850,France,1913,1,7000156,Physiology or Medicine,Sorbonne University,France,63,7000156.0
18,male,Heike Kamerlingh Onnes,1853,the Netherlands,1913,1,7000156,Physics,Leiden University,the Netherlands,60,7000156.0
481,male,Henri La Fontaine,1854,Belgium,1913,1,7000156,Peace,,,59,7000156.0
583,male,Rabindranath Tagore,1861,India,1913,1,7000156,Literature,,,52,7000156.0
19,male,Max von Laue,1879,Germany,1914,1,7190567,Physics,Frankfurt-on-the-Main University,Germany,35,7190567.0
308,male,Robert Bárány,1876,Austria,1914,1,7190567,Physiology or Medicine,Vienna University,Austria,38,7190567.0
175,male,Theodore W. Richards,1868,USA,1914,1,7190567,Chemistry,Harvard University,USA,46,7190567.0
21,male,Lawrence Bragg,1890,Australia,1915,2,6330371,Physics,Victoria University,United Kingdom,25,3165185.5
176,male,Richard Willstätter,1872,Germany,1915,1,6330371,Chemistry,Munich University,Germany,43,6330371.0
584,male,Romain Rolland,1866,France,1915,1,6330371,Literature,,,49,6330371.0
20,male,William Bragg,1862,United Kingdom,1915,2,6330371,Physics,University College,United Kingdom,53,3165185.5
585,male,Verner von Heidenstam,1859,Sweden,1916,1,4933193,Literature,,,57,4933193.0
22,male,Charles Glover Barkla,1877,United Kingdom,1917,1,3991689,Physics,Edinburgh University,United Kingdom,40,3991689.0
587,male,Henrik Pontoppidan,1857,Denmark,1917,2,3991689,Literature,,,60,1995844.5
586,male,Karl Gjellerup,1857,Denmark,1917,2,3991689,Literature,,,60,1995844.5
177,male,Fritz Haber,1868,Poland,1918,1,2899121,Chemistry,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Germany,50,2899121.0
23,male,Max Planck,1858,Germany,1918,1,2899121,Physics,Berlin University,Germany,60,2899121.0
588,male,Carl Spitteler,1845,Switzerland,1919,1,2420376,Literature,,,74,2420376.0
24,male,Johannes Stark,1874,Germany,1919,1,2420376,Physics,Greifswald University,Germany,45,2420376.0
309,male,Jules Bordet,1870,Belgium,1919,1,2420376,Physiology or Medicine,Brussels University,Belgium,49,2420376.0
483,male,Woodrow Wilson,1856,USA,1919,1,2420376,Peace,,,63,2420376.0
310,male,August Krogh,1874,Denmark,1920,1,2438066,Physiology or Medicine,Copenhagen University,Denmark,46,2438066.0
25,male,Charles Edouard Guillaume,1861,Switzerland,1920,1,2438066,Physics,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),France,59,2438066.0
589,male,Knut Hamsun,1859,Norway,1920,1,2438066,Literature,,,61,2438066.0
484,male,Léon Bourgeois,1851,France,1920,1,2438066,Peace,,,69,2438066.0
178,male,Walther Nernst,1864,Poland,1920,1,2438066,Chemistry,Berlin University,Germany,56,2438066.0
26,male,Albert Einstein,1879,Germany,1921,1,2578698,Physics,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Germany,42,2578698.0
590,male,Anatole France,1844,France,1921,1,2578698,Literature,,,77,2578698.0
486,male,Christian Lange,1869,Norway,1921,2,2578698,Peace,,,52,1289349.0
179,male,Frederick Soddy,1877,United Kingdom,1921,1,2578698,Chemistry,University of Oxford,United Kingdom,44,2578698.0
485,male,Hjalmar Branting,1860,Sweden,1921,2,2578698,Peace,,,61,1289349.0
311,male,Archibald V. Hill,1886,United Kingdom,1922,2,3203014,Physiology or Medicine,London University,United Kingdom,36,1601507.0
180,male,Francis W. Aston,1877,United Kingdom,1922,1,3203014,Chemistry,University of Cambridge,United Kingdom,45,3203014.0
487,male,Fridtjof Nansen,1861,Norway,1922,1,3203014,Peace,,,61,3203014.0
592,male,Jacinto Benavente,1866,Spain,1922,1,3203014,Literature,,,56,3203014.0
27,male,Niels Bohr,1885,Denmark,1922,1,3203014,Physics,Copenhagen University,Denmark,37,3203014.0
312,male,Otto Meyerhof,1884,Germany,1922,2,3203014,Physiology or Medicine,Kiel University,Germany,38,1601507.0
313,male,Frederick G. Banting,1891,Canada,1923,2,3226631,Physiology or Medicine,University of Toronto,Canada,32,1613315.5
181,male,Fritz Pregl,1869,Slovenia,1923,1,3226631,Chemistry,Graz University,Austria,54,3226631.0
314,male,John Macleod,1876,Scotland,1923,2,3226631,Physiology or Medicine,University of Toronto,Canada,47,1613315.5
28,male,Robert A. Millikan,1868,USA,1923,1,3226631,Physics,California Institute of Technology (Caltech),USA,55,3226631.0
593,male,William Butler Yeats,1865,Ireland,1923,1,3226631,Literature,,,58,3226631.0
29,male,Manne Siegbahn,1886,Sweden,1924,1,3276714,Physics,Uppsala University,Sweden,38,3276714.0
315,male,Willem Einthoven,1860,Indonesia,1924,1,3276714,Physiology or Medicine,Leiden University,the Netherlands,64,3276714.0
594,male,Wladyslaw Reymont,1867,Poland,1924,1,3276714,Literature,,,57,3276714.0
489,male,Charles G. Dawes,1865,USA,1925,2,3269232,Peace,,,60,1634616.0
596,male,George Bernard Shaw,1856,Ireland,1925,1,3269232,Literature,,,69,3269232.0
31,male,Gustav Hertz,1887,Germany,1925,2,3269232,Physics,Halle University,Germany,38,1634616.0
30,male,James Franck,1882,Germany,1925,2,3269232,Physics,Goettingen University,Germany,43,1634616.0
182,male,Richard Zsigmondy,1865,Austria,1925,1,3269232,Chemistry,Goettingen University,Germany,60,3269232.0
488,male,Sir Austen Chamberlain,1863,United Kingdom,1925,2,3269232,Peace,,,62,1634616.0
490,male,Aristide Briand,1862,France,1926,2,3332487,Peace,,,64,1666243.5
597,female,Grazia Deledda,1871,Italy,1926,1,3332487,Literature,,,55,3332487.0
491,male,Gustav Stresemann,1878,Germany,1926,2,3332487,Peace,,,48,1666243.5
32,male,Jean Baptiste Perrin,1870,France,1926,1,3332487,Physics,Sorbonne University,France,56,3332487.0
316,male,Johannes Fibiger,1867,Denmark,1926,1,3332487,Physiology or Medicine,Copenhagen University,Denmark,59,3332487.0
183,male,The Svedberg,1884,Sweden,1926,1,3332487,Chemistry,Uppsala University,Sweden,42,3332487.0
33,male,Arthur H. Compton,1892,USA,1927,2,3658946,Physics,University of Chicago,USA,35,1829473.0
34,male,C.T.R. Wilson,1869,Scotland,1927,2,3658946,Physics,University of Cambridge,United Kingdom,58,1829473.0
492,male,Ferdinand Buisson,1841,France,1927,2,3658946,Peace,,,86,1829473.0
184,male,Heinrich Wieland,1877,Germany,1927,1,3658946,Chemistry,Munich University,Germany,50,3658946.0
600,male,Henri Bergson,1859,France,1927,1,3658946,Literature,,,68,3658946.0
317,male,Julius Wagner-Jauregg,1857,Austria,1927,1,3658946,Physiology or Medicine,Vienna University,Austria,70,3658946.0
493,male,Ludwig Quidde,1858,Germany,1927,2,3658946,Peace,,,69,1829473.0
185,male,Adolf Windaus,1876,Germany,1928,1,4539342,Chemistry,Goettingen University,Germany,52,4539342.0
318,male,Charles Nicolle,1866,France,1928,1,4539342,Physiology or Medicine,Institut Pasteur,Tunisia,62,4539342.0
35,male,Owen Willans Richardson,1879,United Kingdom,1928,1,4539342,Physics,London University,United Kingdom,49,4539342.0
601,female,Sigrid Undset,1882,Denmark,1928,1,4539342,Literature,,,46,4539342.0
186,male,Arthur Harden,1865,United Kingdom,1929,2,4996952,Chemistry,London University,United Kingdom,64,2498476.0
319,male,Christiaan Eijkman,1858,the Netherlands,1929,2,4996952,Physiology or Medicine,Utrecht University,the Netherlands,71,2498476.0
494,male,Frank B. Kellogg,1856,USA,1929,1,4996952,Peace,,,73,4996952.0
187,male,Hans von Euler-Chelpin,1873,Germany,1929,2,4996952,Chemistry,Stockholm University,Sweden,56,2498476.0
36,male,Louis de Broglie,1892,France,1929,1,4996952,Physics,"Sorbonne University, Institut Henri Poincaré",France,37,4996952.0
320,male,Sir Frederick Hopkins,1861,United Kingdom,1929,2,4996952,Physiology or Medicine,University of Cambridge,United Kingdom,68,2498476.0
602,male,Thomas Mann,1875,Germany,1929,1,4996952,Literature,,,54,4996952.0
188,male,Hans Fischer,1881,Germany,1930,1,5158685,Chemistry,Technische Hochschule (Institute of Technology),Germany,49,5158685.0
321,male,Karl Landsteiner,1868,Austria,1930,1,5158685,Physiology or Medicine,Rockefeller Institute for Medical Research,USA,62,5158685.0
495,male,Nathan Söderblom,1866,Sweden,1930,1,5158685,Peace,,,64,5158685.0
603,male,Sinclair Lewis,1885,USA,1930,1,5158685,Literature,,,45,5158685.0
37,male,Sir Chandrasekhara Venkata Raman,1888,India,1930,1,5158685,Physics,Calcutta University,India,42,5158685.0
189,male,Carl Bosch,1874,Germany,1931,2,5333069,Chemistry,University of Heidelberg,Germany,57,2666534.5
604,male,Erik Axel Karlfeldt,1864,Sweden,1931,1,5333069,Literature,,,67,5333069.0
190,male,Friedrich Bergius,1884,Poland,1931,2,5333069,Chemistry,University of Heidelberg,Germany,47,2666534.5
496,female,Jane Addams,1860,USA,1931,2,5333069,Peace,,,71,2666534.5
497,male,Nicholas Murray Butler,1862,USA,1931,2,5333069,Peace,Columbia University,USA,69,2666534.5
322,male,Otto Warburg,1883,Germany,1931,1,5333069,Physiology or Medicine,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Germany,48,5333069.0
324,male,Edgar Adrian,1889,United Kingdom,1932,2,5375024,Physiology or Medicine,University of Cambridge,United Kingdom,43,2687512.0
191,male,Irving Langmuir,1881,USA,1932,1,5375024,Chemistry,General Electric Company,USA,51,5375024.0
605,male,John Galsworthy,1867,United Kingdom,1932,1,5375024,Literature,,,65,5375024.0
323,male,Sir Charles Sherrington,1857,United Kingdom,1932,2,5375024,Physiology or Medicine,University of Oxford,United Kingdom,75,2687512.0
38,male,Werner Heisenberg,1901,Germany,1932,1,5375024,Physics,Leipzig University,Germany,31,5375024.0
39,male,Erwin Schrödinger,1887,Austria,1933,2,5511251,Physics,Berlin University,Germany,46,2755625.5
606,male,Ivan Bunin,1870,Russia,1933,1,5511251,Literature,,,63,5511251.0
40,male,Paul A.M. Dirac,1902,United Kingdom,1933,2,5511251,Physics,University of Cambridge,United Kingdom,31,2755625.5
498,male,Sir Norman Angell,1872,United Kingdom,1933,1,5511251,Peace,,,61,5511251.0
325,male,Thomas H. Morgan,1866,USA,1933,1,5511251,Physiology or Medicine,California Institute of Technology (Caltech),USA,67,5511251.0
499,male,Arthur Henderson,1863,Scotland,1934,1,5261333,Peace,,,71,5261333.0
326,male,George H. Whipple,1878,USA,1934,3,5261333,Physiology or Medicine,University of Rochester,USA,56,1753777.6666666667
327,male,George R. Minot,1885,USA,1934,3,5261333,Physiology or Medicine,Harvard University,USA,49,1753777.6666666667
192,male,Harold C. Urey,1893,USA,1934,1,5261333,Chemistry,Columbia University,USA,41,5261333.0
607,male,Luigi Pirandello,1867,Italy,1934,1,5261333,Literature,,,67,5261333.0
328,male,William P. Murphy,1892,USA,1934,3,5261333,Physiology or Medicine,Harvard University,USA,42,1753777.6666666667
500,male,Carl von Ossietzky,1889,Germany,1935,1,5088026,Peace,,,46,5088026.0
193,male,Frédéric Joliot,1900,France,1935,2,5088026,Chemistry,Institut du Radium,France,35,2544013.0
329,male,Hans Spemann,1869,Germany,1935,1,5088026,Physiology or Medicine,University of Freiburg im Breisgau,Germany,66,5088026.0
194,female,Irène Joliot-Curie,1897,France,1935,2,5088026,Chemistry,Institut du Radium,France,38,2544013.0
41,male,James Chadwick,1891,United Kingdom,1935,1,5088026,Physics,Liverpool University,United Kingdom,44,5088026.0
43,male,Carl D. Anderson,1905,USA,1936,2,5002519,Physics,California Institute of Technology (Caltech),USA,31,2501259.5
501,male,Carlos Saavedra Lamas,1878,Argentina,1936,1,5002519,Peace,,,58,5002519.0
608,male,Eugene O'Neill,1888,USA,1936,1,5002519,Literature,,,48,5002519.0
331,male,Otto Loewi,1873,Germany,1936,2,5002519,Physiology or Medicine,Graz University,Austria,63,2501259.5
195,male,Peter Debye,1884,the Netherlands,1936,1,5002519,Chemistry,Berlin University,Germany,52,5002519.0
330,male,Sir Henry Dale,1875,United Kingdom,1936,2,5002519,Physiology or Medicine,National Institute for Medical Research,United Kingdom,61,2501259.5
42,male,Victor F. Hess,1883,Austria,1936,2,5002519,Physics,Innsbruck University,Austria,53,2501259.5
332,male,Albert Szent-Györgyi,1893,Hungary,1937,1,4801680,Physiology or Medicine,Szeged University,Hungary,44,4801680.0
44,male,Clinton Davisson,1881,USA,1937,2,4801680,Physics,Bell Telephone Laboratories,USA,56,2400840.0
45,male,George Paget Thomson,1892,United Kingdom,1937,2,4801680,Physics,London University,United Kingdom,45,2400840.0
196,male,Norman Haworth,1883,United Kingdom,1937,2,4801680,Chemistry,Birmingham University,United Kingdom,54,2400840.0
197,male,Paul Karrer,1889,Russia,1937,2,4801680,Chemistry,University of Zurich,Switzerland,48,2400840.0
502,male,"Robert Cecil, Viscount Cecil of Chelwood",1864,United Kingdom,1937,1,4801680,Peace,,,73,4801680.0
609,male,Roger Martin du Gard,1881,France,1937,1,4801680,Literature,,,56,4801680.0
333,male,Corneille Heymans,1892,Belgium,1938,1,4625656,Physiology or Medicine,Ghent University,Belgium,46,4625656.0
46,male,Enrico Fermi,1901,Italy,1938,1,4625656,Physics,Rome University,Italy,37,4625656.0
610,female,Pearl Buck,1892,USA,1938,1,4625656,Literature,,,46,4625656.0
198,male,Richard Kuhn,1900,Austria,1938,1,4625656,Chemistry,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Germany,38,4625656.0
199,male,Adolf Butenandt,1903,Germany,1939,2,4304564,Chemistry,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Germany,36,2152282.0
47,male,Ernest Lawrence,1901,USA,1939,1,4304564,Physics,University of California,USA,38,4304564.0
613,male,Frans Eemil Sillanpää,1888,Finland,1939,1,4304564,Literature,,,51,4304564.0
334,male,Gerhard Domagk,1895,Poland,1939,1,4304564,Physiology or Medicine,Munster University,Germany,44,4304564.0
200,male,Leopold Ruzicka,1887,Croatia,1939,2,4304564,Chemistry,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland,52,2152282.0
336,male,Edward A. Doisy,1893,USA,1943,2,2566588,Physiology or Medicine,Saint Louis University,USA,50,1283294.0
201,male,George de Hevesy,1885,Hungary,1943,1,2566588,Chemistry,Stockholm University,Sweden,58,2566588.0
335,male,Henrik Dam,1895,Denmark,1943,2,2566588,Physiology or Medicine,Polytechnic Institute,Denmark,48,1283294.0
48,male,Otto Stern,1888,Poland,1943,1,2566588,Physics,Carnegie Institute of Technology,USA,55,2566588.0
338,male,Herbert S. Gasser,1888,USA,1944,2,2555983,Physiology or Medicine,Rockefeller Institute for Medical Research,USA,56,1277991.5
49,male,Isidor Isaac Rabi,1898,Poland,1944,1,2555983,Physics,Columbia University,USA,46,2555983.0
614,male,Johannes V. Jensen,1873,Denmark,1944,1,2555983,Literature,,,71,2555983.0
337,male,Joseph Erlanger,1874,USA,1944,2,2555983,Physiology or Medicine,Washington University,USA,70,1277991.5
202,male,Otto Hahn,1879,Germany,1944,1,2555983,Chemistry,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Germany,65,2555983.0
203,male,Artturi Virtanen,1895,Finland,1945,1,2545326,Chemistry,University of Helsinki,Finland,50,2545326.0
505,male,Cordell Hull,1871,USA,1945,1,2545326,Peace,,,74,2545326.0
340,male,Ernst B. Chain,1906,Germany,1945,3,2545326,Physiology or Medicine,University of Oxford,United Kingdom,39,848442.0
615,female,Gabriela Mistral,1889,Chile,1945,1,2545326,Literature,,,56,2545326.0
339,male,Sir Alexander Fleming,1881,Scotland,1945,3,2545326,Physiology or Medicine,London University,United Kingdom,64,848442.0
341,male,Sir Howard Florey,1898,Australia,1945,3,2545326,Physiology or Medicine,University of Oxford,United Kingdom,47,848442.0
50,male,Wolfgang Pauli,1900,Austria,1945,1,2545326,Physics,Princeton University,USA,45,2545326.0
506,female,Emily Greene Balch,1867,USA,1946,2,2549333,Peace,,,79,1274666.5
617,male,Hermann Hesse,1877,Germany,1946,1,2549333,Literature,,,69,2549333.0
342,male,Hermann J. Muller,1890,USA,1946,1,2549333,Physiology or Medicine,Indiana University,USA,56,2549333.0
204,male,James B. Sumner,1887,USA,1946,2,2549333,Chemistry,Cornell University,USA,59,1274666.5
205,male,John H. Northrop,1891,USA,1946,4,2549333,Chemistry,Rockefeller Institute for Medical Research,USA,55,637333.25
507,male,John R. Mott,1865,USA,1946,2,2549333,Peace,,,81,1274666.5
51,male,Percy W. Bridgman,1882,USA,1946,1,2549333,Physics,Harvard University,USA,64,2549333.0
206,male,Wendell M. Stanley,1904,USA,1946,4,2549333,Chemistry,Rockefeller Institute for Medical Research,USA,42,637333.25
618,male,André Gide,1869,France,1947,1,2967378,Literature,,,78,2967378.0
345,male,Bernardo Houssay,1887,Argentina,1947,2,2967378,Physiology or Medicine,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Argentina,60,1483689.0
343,male,Carl Cori,1896,Czech Republic,1947,4,2967378,Physiology or Medicine,Washington University,USA,51,741844.5
52,male,Edward V. Appleton,1892,United Kingdom,1947,1,2967378,Physics,Department of Scientific and Industrial Research,United Kingdom,55,2967378.0
344,female,Gerty Cori,1896,Czech Republic,1947,4,2967378,Physiology or Medicine,Washington University,USA,51,741844.5
207,male,Sir Robert Robinson,1886,United Kingdom,1947,1,2967378,Chemistry,University of Oxford,United Kingdom,61,2967378.0
208,male,Arne Tiselius,1902,Sweden,1948,1,3112313,Chemistry,Uppsala University,Sweden,46,3112313.0
53,male,Patrick M.S. Blackett,1897,United Kingdom,1948,1,3112313,Physics,Victoria University,United Kingdom,51,3112313.0
346,male,Paul Müller,1899,Switzerland,1948,1,3112313,Physiology or Medicine,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Switzerland,49,3112313.0
619,male,T.S. Eliot,1888,USA,1948,1,3112313,Literature,,,60,3112313.0
348,male,Egas Moniz,1874,Portugal,1949,2,2983576,Physiology or Medicine,University of Lisbon,Portugal,75,1491788.0
54,male,Hideki Yukawa,1907,Japan,1949,1,2983576,Physics,Kyoto Imperial University,Japan,42,2983576.0
510,male,Lord Boyd Orr,1880,Scotland,1949,1,2983576,Peace,,,69,2983576.0
347,male,Walter Hess,1881,Switzerland,1949,2,2983576,Physiology or Medicine,University of Zurich,Switzerland,68,1491788.0
209,male,William F. Giauque,1895,Canada,1949,1,2983576,Chemistry,University of California,USA,54,2983576.0
620,male,William Faulkner,1897,USA,1949,1,2983576,Literature,,,52,2983576.0
621,male,Bertrand Russell,1872,United Kingdom,1950,1,3105508,Literature,,,78,3105508.0
55,male,Cecil Powell,1903,United Kingdom,1950,1,3105508,Physics,Bristol University,United Kingdom,47,3105508.0
349,male,Edward C. Kendall,1886,USA,1950,3,3105508,Physiology or Medicine,Mayo Clinic,USA,64,1035169.3333333334
211,male,Kurt Alder,1902,Poland,1950,2,3105508,Chemistry,Cologne University,Germany,48,1552754.0
210,male,Otto Diels,1876,Germany,1950,2,3105508,Chemistry,Kiel University,Germany,74,1552754.0
351,male,Philip S. Hench,1896,USA,1950,3,3105508,Physiology or Medicine,Mayo Clinic,USA,54,1035169.3333333334
511,male,Ralph Bunche,1904,USA,1950,1,3105508,Peace,Harvard University,USA,46,3105508.0
350,male,Tadeus Reichstein,1897,Poland,1950,3,3105508,Physiology or Medicine,Basel University,Switzerland,53,1035169.3333333334
212,male,Edwin M. McMillan,1907,USA,1951,2,2734798,Chemistry,University of California,USA,44,1367399.0
57,male,Ernest T.S. Walton,1903,Ireland,1951,2,2734798,Physics,Trinity College,Ireland,48,1367399.0
213,male,Glenn T. Seaborg,1912,USA,1951,2,2734798,Chemistry,University of California,USA,39,1367399.0
56,male,John Cockcroft,1897,United Kingdom,1951,2,2734798,Physics,Atomic Energy Research Establishment,United Kingdom,54,1367399.0
512,male,Léon Jouhaux,1879,France,1951,1,2734798,Peace,,,72,2734798.0
352,male,Max Theiler,1899,South Africa,1951,1,2734798,Physiology or Medicine,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation",USA,52,2734798.0
622,male,Pär Lagerkvist,1891,Sweden,1951,1,2734798,Literature,,,60,2734798.0
